type,subtype,name,street,housenumber,comment,cid,osm_id,uuid,aid,source,importtime,last_edit,geom
Spielplatz,,,,,,41,way/268877855,11f6f595-d34c-4922-8c84-f280f96019e3,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000D92AE6073E2E1C4184383689BDE95441
Straßenbahn,,Universität,,,,42,node/268941327,5be8e023-ba4f-441a-9dc5-8252b9e71a58,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400008C44AD5C6B251C41521A85ECBAE85441
Straßenbahn,,Schloss,,,,43,node/269015002,d944058d-c3ce-40eb-b1b6-60b12ce50404,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000CCE8AB8F3C251C419218CB1E04E95441
Straßenbahn,,MA Hauptbahnhof,,,,44,node/280441885,ae6e8235-4368-4e53-95a6-403353b9dd7e,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000EE0546079F2C1C412EDEF00182E85441
Bus,,Universität West,,,,45,node/295730454,3f1715df-3b05-426b-92d3-6af01432beba,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000BFA293899B1E1C41D752B4DE53E95441
Supermarkt,Lidl,Lidl,,4-6,,46,node/303633072,0dc55948-2ae7-4b4c-bb71-2872e5b88449,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400007879B5B2A72A1C4190BBA94C85E95441
Supermarkt,Netto Marken-Discount,Netto Marken-Discount,,3,,47,node/312208842,9bd82c07-0a31-45cd-8725-2750c0175959,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000B6A5BB8BFA241C4140855E795DE95441
Straßenbahn,,Rheinstraße,,,,48,node/318324199,0aec32db-32de-47b9-89fe-533a75c395fe,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400002C62E59E301F1C41400441F9AFE95441
Bäckerei,,Selma's Lounge,,,,49,node/319525601,dbf0f7dd-e173-490d-a837-7ab991e48ec2,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000BC804CA6B7211C41E2C6594B4CE95441
Bäckerei,,List Kaffee & Bäckerei,,,,50,node/319527980,ea299ace-769c-47b3-bdfc-aa1e4889d8b2,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E864000059A0F11106231C41C324469675E95441
Apotheke,,Universum Apotheke,,,,51,node/336404127,dae34a0b-0b78-4d0d-bdca-ae1360340ab1,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000D66F6F87D32D1C41787063900EE95441
Spielplatz,,,,,,52,way/402835257,283dd022-c57c-4ae2-b232-7720c6d9f7d0,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000105A89E7DD231C41879A6A7B3AE95441
Grün,,,,,,53,way/409255887,f35999eb-19f3-4fe6-a20b-e561934ea341,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400008BC9FBFAB3301C41A177D77CECE85441
Supermarkt,NORMA,Norma,,5,,54,node/419950160,dce1f060-d656-4235-8098-93e0f1d54013,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000837D060255261C418C9CB67BBFE95441
Grün,,,,,,55,way/1055737496,5e0adbfa-4048-4d1c-b71a-8443b2519a6d,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400001A3C2B64F9251C41A66BBA8FD2E85441
Apotheke,,Einhorn Apotheke,,,,56,node/427532943,344f9e9f-9dc8-4a27-9557-53597004216e,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000DFE1CF90832A1C412761A8EF82E95441
Supermarkt,REWE,REWE,,29-32,Mo bis Sa bis 24h geöffnet!,57,node/471069622,004b11dd-3b65-4f86-9131-985dcdc9fa92,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000BF816E4917321C415D9ED36A4DE95441
Bus,,Gewerkschaftshaus,,,,58,node/534690919,798ecf9d-18fe-47c9-92fc-736959049743,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400009509A236CF321C411F97AB1295E95441
Bus,,Kurpfalzbrücke,,,,59,node/534690922,ae9d0235-a1ed-4a29-8cf6-ec8124920375,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400004EDEB5E4962D1C4172B48024E6E95441
Bäckerei,,Golden Brezel,,,,60,way/1069588978,9803a5c4-99a8-4a54-aa40-3ffebb81ad7d,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000A77C010221281C411ED0DAB456E95441
Supermarkt,Alnatura,Alnatura,,,,61,node/689930660,f4a42ec2-8f23-4903-9703-d4c0c834a9b0,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000A1EDF27F0C301C412C926A06DBE85441
Bus,,Wasserturm Steig D,,,,62,node/705047161,82b8abf2-1792-47bf-8481-9e7c2fc3d1c8,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000B28FC1E04B311C417351C8E8F3E85441
Bus,,Wasserturm,,,,63,node/705047162,551fbb9a-5f6a-4bdb-8afd-a57bcf54e7d8,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E864000010C808F60B321C413F97D9BB05E95441
Bus,,Universität,,,,64,node/705049671,24934c35-2c1e-45c9-b124-f0b7e7227316,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000051F8D3729271C4114B76652C6E85441
Bus,,Abendakademie,,,,65,way/781565099,61203dd6-bd9d-4e70-900d-00948e9a31ce,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000146B2DEE922C1C41DA4DA7AFC4E95441
Bus,,Abendakademie,,,,66,way/781565100,81dab308-77cc-4cb4-90d4-d7b86e307089,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000B0AF2E15AF2C1C41E9F83F9BC3E95441
Bäckerei,,Bäckerei Theurer,,,,67,node/821805819,074f0509-e96a-4a71-a510-d49d7a916a42,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000ABA78331FC2E1C411D8CB911C0E85441
Drogerie,Rossmann,Rossmann Express,Willy-Brandt-Platz,15,,68,node/821805935,45e715a5-e226-459d-96a7-dd671855b28f,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000FDE22122462D1C41F810BA4A6AE85441
Bäckerei,,Bäcker Görtz,Willy-Brandt-Platz,,,69,node/821883307,a7b1f7ae-5af0-415a-9f8c-456c9ae9d4e8,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400007838DEC8952C1C4163E5F6B288E85441
Bäckerei,,Golden Brezel,,,,70,way/1069588979,a5a3762d-01cd-4b44-b2e4-949b0cee7135,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400003C9472D3BF281C4162AF37C45AE95441
Bäckerei,,Back-Factory,,,,71,node/872444637,8fe82dfd-f53b-4518-b057-414b61fa2d33,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000D876409AF52C1C41B945DC7CC5E95441
Supermarkt,,ABONE Supermarkt,,,,72,node/872543951,f882f5c8-e981-434a-8220-189cb2f43071,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E864000072C68FE1402A1C418CA4DEC6A2E95441
Bäckerei,,Wiener Feinbäcker Heberer,,,,73,node/877579624,fa0c0b36-7ded-4ce4-9e46-e7675d389a5c,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E864000057CDD5BD33291C4126FD943262E95441
Apotheke,,Europa Apotheke,,,,74,node/905189922,71673c0f-c271-4b82-ac03-98460fd91e2c,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400005A37B09E402F1C412E5C68410CE95441
Bäckerei,,Bäckerei Grimminger,,,,75,node/905189933,596d0561-2f32-4924-b538-67cd5258233c,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E864000037D3A563832F1C41BAAB04B515E95441
Bäckerei,,Bäckerei Grimminger,,,,76,node/908462020,19438d32-a67c-4275-93a4-bf295680e9ec,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000706EAC4D76301C41BEF47EC500E95441
Bäckerei,,Wiener Feinbäcker Heberer,Willy-Brandt-Platz,,,77,node/908462039,3d02f596-f995-4f5a-b5c3-beae8985faed,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000B4E203F8582C1C41F4FD4B4B79E85441
Apotheke,,Brückentor-Apotheke,,,,78,node/912480959,819a6ebe-89ba-4904-bce1-a4ef7f35266c,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400001FEAFCAD4F2D1C411C19ADACD0E95441
Supermarkt,REWE,REWE City,,,,79,node/946956074,a07aeb15-8f0d-4791-8c4e-8ba37a47a842,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000E3B9B2FB23281C41B1EAA8E634E95441
Bus,,Johannes-Kepler-Schule,,,,80,node/988748035,3c8bab3a-6594-46cc-99df-df74705c37f6,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400009A6F24DFB1271C41984E55ECFEE95441
Bäckerei,,Golden Brezel,,,,81,way/1069588980,43e00fbb-423a-4c81-aa40-490e1e9a411d,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400005749C5142C291C413FBFCB956CE95441
Bäckerei,,Golden Brezel,,,,82,way/1069588981,8588517b-a09b-4d9c-9b4c-ca1e6b4bfe4b,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400006E8DB25B232A1C41258825DE7EE95441
Bus,,Mensa am Schloss,,,,83,node/1109517464,e0c25f0a-2e12-4978-8a7f-ac00b1ebd41c,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E864000017A9594979201C4163ABE1AB37E95441
Bus,,Universität West,,,,84,node/1109517483,ed7c289d-8a61-44b4-965b-250ae6ce171a,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000944324E8781E1C415942402D41E95441
Bus,,Schloss,,,,85,node/1109517490,08f2f5da-7d0c-463e-be19-99f550d526a2,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400000913C00EBD231C4112ECE27300E95441
Bus,,Schloss,,,,86,node/1109517506,7600ed9b-48fc-47cb-89fc-9c06332b0ac7,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000A9FCA3D041241C41D42420C002E95441
Bäckerei,,Café am Museum,,,,87,node/1111659806,ff667e68-7fa8-4a58-8b60-4a45569a5e6b,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400002548864D2A241C410F54F0F069E95441
Bäckerei,,Kamps,,12,,88,node/1191041683,339cbf26-20c8-4dfa-be63-3acf815ffa54,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000B90CB26FF5291C410DCFF4594CE95441
Bäckerei,,Bäckerei Grimminger,,,,89,node/1209279069,f4eaaf20-43e6-4af1-9b6c-53bb94ee85f3,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000C014325CCC291C41005A887544E95441
Bäckerei,,Bäcker Görtz,,9,,90,node/1298546231,7615c38a-e58f-478e-9a55-34fee92f2c76,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400005017F9D388301C41984CB3A7E5E85441
Straßenbahn,,Rosengarten,,,,91,node/1316106863,33d81867-5e27-4798-9be5-30328aa29929,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E864000044A19BA3DE321C41FCC6A3C516E95441
Bus,,Mannheim Hauptbahnhof,,,,92,node/1410606697,15c8560c-ef8a-4127-b0c0-36bb79878823,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000A9929EAA852D1C41F221651D70E85441
Bus,,Mannheim Hauptbahnhof,,,,93,node/1410606702,02b5a067-5eff-4dca-939b-6f3de068c147,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E864000004FC2C82582D1C418D0889C478E85441
Straßenbahn,,MA Hauptbahnhof,,,,94,node/1410606896,494efdc0-63ce-481b-8719-e84ee3fdffa3,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E864000039248B7E392D1C4193CF2E1E87E85441
Bäckerei,,,,,,95,node/1432761759,cc003693-3821-43d1-a83b-30b072a1669b,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400007FDF33390F221C4151710DA16EE95441
Bus,,Rathaus/REM,,,,96,node/1435394445,5959a155-1d97-4851-be48-484f9f758df1,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400001570873D97241C41F701E8B176E95441
Drogerie,dm,dm,,,,97,node/1435415799,a0e3eb37-a3cf-451f-a337-93ace8f4bbd5,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400009DBFD15415291C41906D52D26EE95441
Spielplatz,,,,,,98,node/1449714257,5a7d7ec7-d37e-4c75-abdd-64b13c1d485c,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400008672D1AC5F241C4162F31972B7E95441
Bäckerei,,Bäckerei Grimminger,,,,99,node/1450990742,9dff430c-cb8d-40d2-8675-84640374e41b,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000B199A705DE241C416BB3E34BC7E95441
Bäckerei,,Taksim Baklava,,1,,100,node/1450992657,6bcdd414-ddcb-4989-ac3d-53ae9740c52a,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400007369B8ACB9281C41845935A9A7E95441
Apotheke,,Kurpfalz-Apotheke,,,,101,node/1450993714,25b64c29-77ba-42f6-95b8-172bccbbb138,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E864000081F9DC6F93281C414CF6DC8BA1E95441
Bäckerei,,Bäckerei Otto Schal,,,,102,node/1451020735,7fdf23a8-5089-41b4-8311-634ff7faa3f5,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000DCFB8616062B1C41632D31B159E95441
Bäckerei,,Bäckerei Grimminger,,,,103,node/1497403651,2826a4b2-9759-4ce8-a787-118d50827892,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000245C48D1212B1C4176D0A54051E95441
Bäckerei,,Otto Schall Bäckerei,,,,104,node/1554398775,a7954790-2caf-4717-91de-b28024648db9,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E864000094F83C19C52A1C41E7C49F5688E95441
Bäckerei,,Grimminger am Markt,,,,105,node/1554406873,ba1b123e-3f2b-493b-9b56-cde906f37a47,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000C9B31C326A2A1C41820A320397E95441
Drogerie,,Zeeb GmbH Friseurbedarf,,,,106,node/1554536284,387c55a7-29b2-4610-9cdf-47051cb3deaf,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400006CADC822D02B1C414549E9E98EE95441
Supermarkt,PENNY,PENNY,,29-32,,107,node/1555915884,e1a67e91-cf0d-41af-9e7a-87236d735d7f,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400009CBE585043321C41A26C3F5E4EE95441
Spielplatz,,,,,,108,node/1557091206,24194773-586a-4528-83ca-1555442e6a34,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400001E4AD8DE7E221C418B0208F8B7E95441
Bäckerei,,Backecke,,,,109,node/1557283579,970f9a52-aad7-4857-b15e-0f66bcc7e1a2,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000C1EF795A80271C41C9050D47FCE85441
Kita,,Stadtkindergarten,,,,110,node/1557388950,cc294673-3d4d-45fd-a659-fccab4d8642f,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000585861DD6D271C41F0D656C515E95441
Bäckerei,,Tans Brotboutique,O7,4,,111,node/1565771790,3da65b56-77d7-4cde-8147-ba98652edbca,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000D35F431A0F2E1C41E64387CD14E95441
Bäckerei,,Konditorei SELIN,,,,112,node/1568035468,1fff58a8-a9ab-4f0b-954e-def0cb009862,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000DDA4E5386D2B1C41A85990F7CBE95441
Kita,,,,,,113,node/1572490823,2dfa8a8c-ee63-41d8-9fdf-30865742d1e7,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400004CAE49BDC0331C41C1AD44E489E95441
Drogerie,dm,dm,,,,114,node/1574561298,d3502b8c-e2c9-41df-966d-e2f123dc3bb7,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000A6279D3A1A2C1C4119198BA8ADE95441
Apotheke,,apo-rot Apotheke Q5,,,,115,node/1632578949,0846d33f-2271-4040-9a3e-7ccd196d1e49,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000EA0B9EFBD42D1C414781965D3FE95441
Bäckerei,,Bäckerei Görtz,,,,116,node/1633673003,1a3dd49a-ef85-4e4c-98f9-174b35314904,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000EFFDDFE02A321C411E5D31664BE95441
Hausarzt,,Adelheid Zybok,,,,117,node/1642223633,1e184da8-0112-4310-9472-1de8a7bdcfc8,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000C2B87558752C1C4170A991AF54E95441
Hausarzt,,Dr. Peter Mattes,,,,118,node/1645269508,090a920c-db39-47c7-beeb-89f9f53ccff7,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000B6423837F2251C41E89755DB75E95441
Hausarzt,,Praxis Dr. Wolfgang Barthel,,,,119,node/1657189556,79daf62a-8504-44eb-a96d-debf5c0462b4,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000CF8A0704F9261C41F596D8A836E95441
Bäckerei,,Ditsch,Willy-Brandt-Platz,,,120,node/1673636420,b190f589-8001-4c88-b060-df2535e73a80,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000991B127D772C1C41D5E501DE70E85441
Kita,,Universität Mannheim Eltern-Kind-Zimmer,B6,30-32,,121,node/1675479788,850ada93-d9ca-41a9-bc8e-0802f60dfb10,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000712051541E201C418C94DD774AE95441
Straßenbahn,,Abendakademie,,,,122,node/1756265281,5ab0997e-a060-4b25-9d96-3d9fdb9b4c52,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E864000084B2167E8E2C1C41C856B917C3E95441
Straßenbahn,,Dalbergstraße,,,,123,node/1756265409,be0bde9d-2b15-4088-8988-602897177455,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400003800DA65FA221C419A45824DF7E95441
Straßenbahn,,Kurpfalzbrücke,,,,124,node/1756265413,5fe4a478-60bb-49f0-a336-c73ba59ae51e,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000D9CF5ED0A62C1C4190BB48BDF7E95441
Straßenbahn,,MVV-Hochhaus,,,,125,node/1756265447,8caad6cc-41b1-4ec4-9814-b33e388689e1,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E864000083C7057918281C416A9BF0FA02EA5441
Apotheke,,Hof-Apotheke,,,,126,node/1920865868,5b09b432-0968-4b8e-8de5-04e78d0ca0d2,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000D1E0BE1400271C413572E46337E95441
Hausarzt,,Gemeinschaftspraxis Dr. Frank & Dr. Rehder-Merkel,,,,127,node/1989422614,85b94cb2-bb4a-4e70-838a-82be948e1f07,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000BE128487282F1C41F2547893C6E85441
Bäckerei,,Bio Bäcker Bihn,,,,128,node/1999591867,10ac7ce7-8275-4495-87dd-18c6df7c1128,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000CD532676D4271C41D1DF51C036E95441
Bäckerei,,ams Brezel,,,,129,node/2034338383,9bf45fdf-fe85-4bc0-9b58-fc5ece7c3268,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000C221C5FE082D1C411216804E2BE95441
Hausarzt,,Dr. Lukas Schwake,,,,130,node/2036031069,b4b31eed-de2c-41f3-beda-2e117b99f80b,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E864000086860DF738231C4124C7511AD8E95441
Kita,,Kindergarten der Trinitatiskirche,,,,131,node/2041525579,c310c051-9a8b-4647-8d4c-c49e385e284b,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000916CA139FC261C41A436D36FADE95441
Hausarzt,,"Dr. Ursula Mertzlufft, Dr. Hysni Preniqi",,,,132,node/2041587914,28ed5a30-a54c-4910-a8cb-417ca986a1ee,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000FAD89A785B281C418DC3BDABA5E95441
Hausarzt,,Dr. med. Batuhan Parmakerli,,,,133,node/2041587915,2420a1dd-d6c8-4f8c-8479-cdce23e2ff6b,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400008154665624281C412298A6E9A6E95441
Bäckerei,,Pasa Ekmek Firini,,,,134,node/2047647559,0cd709ac-5166-4a50-b99a-f7f9b18b4b67,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000E1D666A147291C41983ED76E9CE95441
Bäckerei,,Back House Bäckerei,,,,135,node/2052498750,7571c770-5ab4-4809-917a-81623a542dc9,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400003879E7A2F6301C41710DC6FF88E95441
Bäckerei,,Backwerk,Willy-Brandt-Platz,17,,136,node/2058923376,f527d26d-33ee-4a4a-804d-a722f7c7e607,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400005335C0A62C2C1C4108F736FB7AE85441
Hausarzt,,Dr. med. M. Hartmann,,3,,137,node/2061273847,e6cb8091-d88e-4e60-8e0c-39ec4a8dd8d5,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000163FC1849F2F1C41472A1F392DE95441
Supermarkt,,Zanbil Supermarkt,,,,138,node/2071247470,980345b2-47fa-434a-8466-2a7ce47d7c9c,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400006B5A2DA2432B1C41652C59F25FE95441
Apotheke,,Pelikan Apotheke,,,,139,node/2074280835,0c9daa77-f12e-4827-919b-6c4263d418d8,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E864000067B87E3DFD281C41721EA79B6BE95441
Hausarzt,,Gulfira Shukurova,,,,140,node/2075866348,0e1a74b8-3ab1-458c-93e6-895e5158b430,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400009B413288F8271C41BE6E329775E95441
Kita,,Kath. Kindergarten Mirjam,,,,141,node/2075894618,35c4c76c-3bd7-4c59-b4aa-2e92c09bf304,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400004AED149439271C41B3039D347EE95441
Hausarzt,,Dr. Kyriaki Klingler,,,,142,node/2079511483,bd78771b-bd5a-4b17-8bc2-751e44618b8a,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000304BA1C1AF2D1C41A5D8EF3AD6E95441
Hausarzt,,Eugen Drzymulski,,,,143,node/2079511488,23a2c33c-0dc5-4d9c-9413-93ee1549d46c,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000F12DE38C302D1C4101E1B15FCBE95441
Bus,,Kunsthalle,,,,144,node/2144083537,b5699086-3fac-4c41-96eb-28e667092a91,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000525F6D60D52F1C41A2571020BDE85441
Bus,,Kunsthalle,,,,145,node/2144083544,c904e0e1-3bed-4443-81fe-2f7789541d8e,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400008A3DB36D2D2F1C41569A7BF1C1E85441
Bus,,Wasserturm Steig E,,,Halt nur vor 09:00,146,node/2144083587,12ced533-e997-43eb-9497-58ea5cc17a67,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000AF8E85BB1D311C41008511DEDBE85441
Supermarkt,,Aldi,,,,147,node/2276485800,4f72c7c5-e877-4f37-b018-e0e3a095070e,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000991189CDD7261C41603316946AE95441
Bus,,Mannheim Hauptbahnhof,,,,148,node/2372135602,64235b95-096c-4958-b91c-973172c5e917,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400004A395203562D1C4168DD324A72E85441
Bus,,Mannheim Hauptbahnhof,,,,149,node/2372135603,4741a738-a9ac-432f-8f71-6c936fb77b0e,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000C5EE79EC212D1C414ECD45B374E85441
Bus,,Mannheim Hauptbahnhof,,,,150,node/2372135604,88a2cab6-ea8e-4bce-a570-5e095aed6f0b,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000D6088D78B02D1C416ED59E8E74E85441
Bus,,Mannheim Hauptbahnhof,,,,151,node/2372135605,6b0f56ca-dd3b-4988-99b3-54d9ed0ca853,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000C54B2CE5882D1C417BBF48AC76E85441
Straßenbahn,,,,,,152,node/2378606611,82ffd715-87af-4f66-86b2-941349d8dfdc,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E864000049C524D6CD2F1C414CB82473D8E95441
Straßenbahn,,Kurpfalzbrücke Ost,,,Ersatzhaltestelle,153,node/2378606628,56b638eb-eff3-4c3e-9b5e-9f614e0f8c61,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000FE46DCA4812F1C410D30BAC4DBE95441
Bäckerei,,Back & Coffee Store,,,,154,node/2421923609,038e020b-747d-44b5-8723-0bfcb0bca544,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400003CD6B32D652C1C41244A964ECDE85441
Straßenbahn,,Gewerkschaftshaus,,,,155,node/2434533614,968ad5ba-2d0e-4d6d-8963-e4b9d9bf6cbe,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E864000059E13FD5D9321C414486F29F9FE95441
Straßenbahn,,Gewerkschaftshaus,,,,156,node/2452045803,290bb559-942e-4942-a7a5-09c3550a69b1,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400005BFE46065D331C41E95B43A783E95441
Kita,,kleine wunder Kinderbetreuung,,,,157,node/2522877378,16f7ddc1-8638-4b85-845b-2438728339e0,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000DBADE4321F2B1C410FE447A7A6E95441
Straßenbahn,,MA Hauptbahnhof,,,,158,node/2523282301,4e861ff4-a01b-4d3a-b2e3-8687f5eee481,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E8640000BB29453A962C1C41D549638880E85441
Drogerie,Müller,Müller,,,,159,node/2533773481,1cc060c1-53e5-4eb1-90fc-0172b5738632,18,osm,2023-03-29 09:43:09,2023-03-29 09:43:09,0101000020E86400001D91875FAA2A1C41850C023E45E95441
